Hostname;Maquina;Processador;RAM;Modelo_Disco;Capacidade_Disco
TECH-NOTE;Dell Inc. Dell 15 DC15250;13th Gen Intel(R) Core(TM) i7-1355U;31GB DDR4 3200MHz;Generic STORAGE DEVICE USB Device (Unidades de disco padrão);0GB
